1,199.9
2,198.9
3,198.0
4,435.0
5,510.0
6,500.0
7,501.99
8,1197.0
9,1200.0
10,1199.0
11,1045.0
12,3480.0
13,7500.0
14,5777.0
15,4999.0
16,14000.0
17,150000.0
18,2579.0
19,3018.0
20,2394.0
21,469.0
22,949.0
23,934.0
24,509.0
25,119.0
26,338.0
27,310.0
28,186.0
29,66.0
30,55.0
31,46.0
32,24.0
33,17.0
34,15.0
35,1.0
36,1.0
37,4.83
38,1.0
39,35.0
40,28.28
41,3.69
42,57.98
43,2.1
44,149.0
45,175.0
46,44.59
47,264.0
48,34.7
49,13300.0
50,747.8
51,199.0
52,1125.0
53,162.9
54,68500.0
55,2880.0
56,850.0
57,4600.0
58,759.99
59,205000.0
60,8500.0
61,2335.0
62,14899.0
63,1700.0
64,28000.0
65,8498.0
66,53979.0
67,3890.0
68,29500.0
69,19668.0
70,66666.656
71,1114.0
72,66402.0
73,7902.0
74,145551.0
75,249.0
76,1655.0
77,2324.0
78,2509.0
79,1453.0
80,302.0
81,253.0
82,733.0
83,172.0
84,1046.0
85,36.0
86,82.0
87,271.0
88,82.0
89,549.0
90,21.0
91,29.0
92,65.0
93,27.0
94,113.0
95,9.0
96,13.0
97,34.0
98,7.0
99,44.0
100,1.0
101,7.0
102,12.0
103,4.0
104,19.0
105,1.0
106,5.0
107,1.0
108,3.0
109,1.0
110,2.0
111,1.0
112,2.0
113,85.0
114,1156.0
115,32.6
116,2862.0
117,24.7
118,1333.0
119,49.67
120,663.0
121,147.5
122,658.0
123,276.21
124,397.5
125,1441.31
126,7452.77
127,518.79
128,1562.6
129,7574.06
130,2606.41
131,8617.87
132,14629.32
133,2.8
134,3.4
135,2.5
136,15.3
137,10.5
138,56.4
139,78.7
140,284.9
141,3.4
142,5.5
143,2.8
144,26.2
145,8.8
146,88.2
147,128.8
148,351.0
149,4.1
150,7.7
151,8.2
152,37.0
153,28.1
154,120.1
155,178.9
156,417.0
157,4.7
158,9.8
159,13.5
160,47.9
161,47.4
162,152.0
163,229.1
164,483.1
165,5.3
166,11.9
167,18.8
168,58.7
169,66.7
170,183.8
171,279.2
172,549.2
173,14.0
174,24.1
175,69.5
176,86.1
177,215.7
178,329.3
179,615.2
180,16.2
181,29.4
182,80.4
183,105.4
184,247.5
185,379.4
186,681.3
187,34.7
188,91.2
189,124.7
190,279.4
191,429.6
192,747.3
193,40.0
194,102.1
195,144.0
196,311.3
197,479.7
198,813.4
199,112.9
200,163.3
201,343.1
202,529.8
203,879.4
204,123.7
205,182.6
206,375.0
207,580.0
208,945.5
209,201.9
210,406.8
211,630.1
212,1011.5
213,221.2
214,438.7
215,680.2
216,1077.6
217,470.6
218,730.4
219,1143.6
220,502.4
221,780.5
222,1209.7
223,830.6
224,1275.8
225,880.8
226,1341.8
227,1407.9
228,1473.9
229,4.5
230,1583.0
231,5.4
232,1200.0
233,32.9
234,171.0
235,224.0
236,87.0
237,2500.0
238,6.0
239,285.0
240,82.0
241,1900.0
242,20.0
243,15.8
244,704.0
245,18.0
246,808.0
247,26.9
248,338.0
249,1.0
250,799.99
251,23.0
252,14.89
253,169.0
254,490.0
255,13.0
256,1100.0
257,5.0
258,265.0
259,20.0
260,8.0
261,663.0
262,1975.0
263,3.0
264,10.0
265,183.0
